Customer_ID,First_Name,Last_Name,Age,Gender,State,Income,Employment_Status,Customer_Since
100254,John,Vance,29,Male,Virginia,142304,Retired,2018-02-28
100255,Pamela,Lopez,46,Male,California,190886,Full-Time,2016-08-21
100256,Tiffany,Soto,28,Female,Georgia,113346,Self-Employed,2023-02-04
100257,Barbara,Davis,46,Male,Virginia,101959,Retired,2024-05-10
100258,Megan,Lee,63,Female,New Jersey,101886,Full-Time,2024-08-26
100259,Jennifer,Mendoza,32,Female,Pennsylvania,67977,Retired,2018-06-19
100260,Kyle,Walters,44,Male,Georgia,199831,Full-Time,2024-08-24
100261,Brooke,Montgomery,29,Male,California,77748,Retired,2021-03-06
100262,Curtis,Randolph,70,Male,Georgia,174768,Unemployed,2022-02-05
100263,Laura,Ball,18,Female,Illinois,145930,Part-Time,2022-04-06
100264,Darryl,Paul,40,Male,Illinois,160097,Self-Employed,2022-07-15
100265,Kelly,Bell,39,Male,Pennsylvania,69355,Part-Time,2024-08-15
100266,Robert,Wood,71,Female,Virginia,109001,Unemployed,2023-01-06
100267,Daniel,Ramirez,41,Female,New York,47837,Unemployed,2025-05-13
100268,Kristina,Williams,42,Female,Florida,194485,Part-Time,2017-07-31
100269,Nicole,Farrell,69,Male,Texas,130554,Full-Time,2019-05-13
100270,Thomas,Brown,23,Female,Illinois,86771,Retired,2017-08-01
100271,Dennis,Massey,63,Female,Florida,155853,Full-Time,2023-03-09
100272,Miranda,Christensen,64,Female,Illinois,35642,Unemployed,2023-06-13
100273,Teresa,Price,56,Female,California,106159,Full-Time,2016-12-04
100274,Alexander,Taylor,58,Male,Virginia,134863,Unemployed,2023-09-08
100275,James,Reed,25,Male,Georgia,95997,Unemployed,2020-03-15
100276,Phyllis,Larson,34,Female,Texas,178789,Self-Employed,2021-05-28
100277,Peter,Mccormick,64,Male,Texas,146876,Self-Employed,2025-04-04
100278,Catherine,Perez,26,Female,Texas,72366,Retired,2020-07-28
100279,Kevin,Walters,71,Male,Illinois,135968,Self-Employed,2026-05-01
100280,Steven,Gordon,26,Male,Virginia,177011,Retired,2018-03-06
100281,Peter,Kaiser,33,Male,New Jersey,59766,Unemployed,2022-10-06
100282,Mary,Williamson,55,Male,Texas,109154,Full-Time,2021-03-18
100283,Jeffrey,Farmer,32,Male,Florida,104719,Retired,2020-01-11
100284,Glen,Scott,75,Female,New York,90603,Unemployed,2017-03-26
100285,Larry,Waters,59,Male,Pennsylvania,160376,Retired,2016-07-27
100286,John,Gordon,31,Female,Virginia,186072,Full-Time,2022-09-09
100287,Christopher,Clark,65,Female,Virginia,145453,Full-Time,2017-01-22
100288,Nathaniel,Rodriguez,32,Male,Georgia,188819,Unemployed,2025-02-19
100289,Stephanie,Taylor,24,Female,North Carolina,158503,Full-Time,2023-02-24
100290,Tiffany,Murphy,44,Male,North Carolina,83584,Self-Employed,2024-09-27
100291,Susan,Hayes,58,Male,California,101820,Full-Time,2025-01-18
100292,Sarah,Brown,71,Male,Georgia,132008,Self-Employed,2020-11-12
100293,David,Nichols,51,Female,Pennsylvania,99945,Retired,2025-08-24
100294,Lauren,Keller,42,Male,Pennsylvania,121105,Retired,2017-05-17
100295,Kelly,Cruz,53,Female,New York,157272,Retired,2020-12-22
100296,Shawn,Maddox,61,Male,Texas,161435,Retired,2020-12-07
100297,Hailey,Vargas,48,Male,Florida,138172,Unemployed,2026-01-08
100298,Kim,Harris,27,Female,North Carolina,178167,Full-Time,2021-08-27
100299,Elizabeth,Byrd,63,Male,Virginia,172672,Unemployed,2022-05-28
100300,Jackie,Blair,44,Female,Georgia,141950,Unemployed,2023-07-02
100301,Caleb,Marsh,48,Female,Florida,81714,Unemployed,2019-06-14
100302,Nicholas,Thomas,66,Female,North Carolina,136852,Unemployed,2020-09-20
100303,Jose,Morales,46,Male,Virginia,169350,Full-Time,2020-01-02
100304,Jacqueline,Leon,64,Male,Illinois,115626,Full-Time,2023-02-14
100305,Danny,Brown,63,Female,Illinois,50224,Part-Time,2021-11-22
100306,Tanner,Fisher,35,Female,Virginia,44914,Part-Time,2023-09-22
100307,Tyler,Huerta,59,Female,Illinois,55573,Self-Employed,2026-04-20
100308,Larry,Thomas,72,Male,California,104308,Unemployed,2018-03-01
100309,Heather,Smith,25,Female,Illinois,192280,Retired,2022-07-05
100310,Arthur,Robertson,61,Male,Illinois,99033,Full-Time,2025-07-28
100311,Molly,Gentry,28,Male,California,198251,Self-Employed,2025-08-23
100312,Peter,Malone,52,Female,New Jersey,67708,Self-Employed,2021-05-07
100313,George,Marquez,55,Male,Illinois,152499,Self-Employed,2021-12-19
100314,Randy,Knight,33,Male,Georgia,181708,Part-Time,2024-02-09
100315,Russell,Marsh,24,Female,Pennsylvania,164053,Part-Time,2019-05-01
100316,Christine,Yates,63,Female,Florida,75465,Full-Time,2018-01-01
100317,Sheila,Green,46,Female,New Jersey,160950,Part-Time,2023-10-09
100318,Eric,Koch,65,Female,Virginia,84275,Unemployed,2016-08-19
100319,Kaitlyn,Hammond,53,Female,Virginia,177380,Full-Time,2017-12-30
100320,Tiffany,Fields,54,Male,Georgia,117524,Full-Time,2025-04-13
100321,Tony,Hunter,40,Female,Pennsylvania,148563,Unemployed,2021-01-15
100322,Alicia,Ramirez,64,Female,Virginia,93054,Retired,2026-05-11
100323,Jessica,Hall,67,Female,Georgia,67590,Retired,2022-10-26
100324,Jeffrey,Rogers,50,Male,Georgia,168755,Full-Time,2023-05-05
100325,Brenda,Rivera,48,Male,New York,198086,Unemployed,2023-08-19
100326,Brittany,Barr,69,Male,Illinois,120744,Self-Employed,2018-11-03
100327,Lindsay,Jackson,29,Male,Pennsylvania,143011,Unemployed,2016-12-23
100328,Renee,Newman,37,Female,Texas,146567,Retired,2024-02-25
100329,Anthony,Dixon,54,Female,Georgia,108310,Part-Time,2024-01-01
100330,Thomas,Jackson,47,Male,Illinois,195768,Part-Time,2020-11-04
100331,Mia,Hayes,75,Male,Texas,43698,Unemployed,2021-07-21
100332,Katelyn,Mack,59,Female,California,136494,Self-Employed,2016-08-28
100333,Arthur,Rodriguez,42,Female,New York,109243,Self-Employed,2024-04-09
100334,Samantha,Wood,63,Female,Florida,131125,Retired,2019-08-25
100335,Daniel,Thompson,67,Male,Georgia,36077,Unemployed,2018-05-02
100336,Mia,Baxter,35,Female,Illinois,103269,Unemployed,2025-04-10
100337,Pedro,Gross,57,Male,New York,54502,Full-Time,2025-08-11
100338,Alexander,Garza,36,Female,North Carolina,68555,Part-Time,2025-08-19
100339,Dave,Figueroa,71,Female,New Jersey,113484,Part-Time,2024-08-30
100340,Justin,Reese,60,Female,New York,109500,Part-Time,2018-04-28
100341,Cynthia,Cole,73,Female,California,66135,Full-Time,2017-06-07
100342,Alyssa,Benson,70,Female,Texas,70898,Full-Time,2017-05-08
100343,Beth,Cruz,47,Female,Georgia,117360,Full-Time,2019-05-22
100344,Stephanie,Huerta,32,Female,Georgia,91167,Full-Time,2019-11-26
100345,Jennifer,Flores,59,Female,Texas,121258,Full-Time,2021-01-26
100346,Chelsea,Mcdonald,46,Female,Georgia,183433,Part-Time,2019-05-08
100347,Joshua,King,38,Female,New Jersey,86471,Part-Time,2019-06-10
100348,Jennifer,Thompson,27,Female,New York,44528,Retired,2026-04-21
100349,Tara,Medina,69,Male,Pennsylvania,31212,Unemployed,2016-07-27
100350,Jeremiah,Brown,49,Male,New York,115940,Retired,2024-02-29
100351,Michelle,Elliott,19,Male,North Carolina,76125,Self-Employed,2023-12-10
100352,Caleb,Glover,21,Male,Florida,170531,Part-Time,2019-07-31
100353,Matthew,Hudson,38,Male,New York,146041,Unemployed,2020-05-29
100354,Yvette,Kelley,37,Male,New York,65989,Retired,2016-09-23
100355,James,Reed,51,Male,Virginia,134098,Self-Employed,2018-03-13
100356,Michael,Robinson,73,Female,North Carolina,79715,Unemployed,2021-04-10
100357,Jared,Madden,68,Male,Georgia,170128,Self-Employed,2019-02-03
100358,Sandra,Walker,60,Male,Virginia,187930,Self-Employed,2019-10-14
100359,Sheila,Garcia,27,Female,Virginia,30091,Unemployed,2024-03-31
100360,Mary,Gomez,41,Male,North Carolina,161907,Part-Time,2022-03-22
100361,Terri,Price,33,Male,California,111463,Full-Time,2016-11-09
100362,Deborah,Roberts,52,Male,New Jersey,85525,Full-Time,2022-06-18
100363,Shawn,Sweeney,55,Female,Florida,132586,Self-Employed,2024-10-04
100364,Christian,Holland,33,Male,New York,87079,Full-Time,2018-06-19
